id,survey_type,province,city,county,survey_time,gender,birth,nationality,religion,religion_freq,edu,edu_status,edu_yr,income,political,join_party,floor_area,property,height_cm,weight_jin,health,health_problem,depression,hukou,hukou_loc,media_1,media_2,media_3,media_4,media_5,media_6,leisure_1,leisure_2,leisure_3,leisure_4,leisure_5,leisure_6,leisure_7,leisure_8,leisure_9,leisure_10,leisure_11,leisure_12,socialize,relax,learn,social_neighbor,social_friend,socia_outing,equity,class,class_10_before,class_10_after,class_14,work_exper,work_status,work_yr,work_type,work_manage,insur_1,insur_2,insur_3,insur_4,family_income,family_m,family_status,house,car,invest,son,daughter,minor_child,marital,marital_1st,s_birth,marital_now,s_edu,s_political,s_hukou,s_income,s_work_exper,s_work_status,s_work_type,f_birth,f_edu,f_political,f_work_14,m_birth,m_edu,m_political,m_work_14,status_peer,status_3_before,view,inc_ability,inc_exp,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_9,trust_10,trust_11,trust_12,trust_13,neighbor_familiarity,public_service_1,public_service_2,public_service_3,public_service_4,public_service_5,public_service_6,public_service_7,public_service_8,public_service_9
9325,1,1,1,7,2015/9/6 15:00,1,1957,1,1,1,8,4.0,-2.0,400000,1,-1.0,38.0,2,173,160,2,1,3,2,2,2,2,2,4,3,2,2,4,4,4,4,4,4,4,4,4,5,2,2,4,2,6.0,6.0,1,3,5,5,5,4,5,-1.0,-1.0,-1.0,-1.0,1,1,-1,-1,40000,1,3,1,2,2,1,0,0.0,6,-3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2,-8,1,4,-2,2,1,-8,2,2,3,2,70000.0,4,4,4,4,4,4,4,4,3,3,3,3,2,2,7,7.0,7,7,7,7,7,7,7
9326,1,31,87,132,2015/8/26 12:53,2,1962,1,1,1,6,4.0,-2.0,15000,1,-1.0,50.0,256,164,135,5,5,4,2,1,3,1,1,4,1,1,2,5,4,3,5,4,4,4,4,5,5,5,3,2,2,2.0,2.0,1,3,5,3,-8,3,1,3.0,30.0,1.0,4.0,1,1,2,2,15000,1,2,1,2,2,0,1,0.0,6,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2,3,4,1,-2,1,1,2,2,2,4,2,-2.0,4,2,2,2,5,3,3,3,2,-8,-8,-8,1,3,80,80.0,70,80,70,80,80,80,80
9327,1,29,82,125,2015/7/21 13:30,1,1992,1,1,1,11,4.0,2014.0,0,4,2013.0,146.0,256,171,120,5,5,5,2,1,1,1,1,4,5,1,1,2,2,5,4,2,2,1,5,2,5,1,2,4,2,5.0,3.0,5,4,5,3,7,3,6,-1.0,-1.0,-1.0,-1.0,1,1,2,2,100000,3,3,2,2,2,0,0,0.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1969,12,4,1,1971,6,1,1,2,1,5,1,70000.0,5,4,5,3,5,2,5,5,2,2,2,3,1,5,70,59.0,90,80,60,90,40,70,90
9328,2,8,19,41,2015/8/2 14:07,2,1964,4,0,9,1,-1.0,-1.0,2000,1,-1.0,72.0,4,150,102,3,2,2,1,1,1,1,1,4,1,1,2,5,4,5,5,5,5,5,5,5,5,5,3,4,1,7.0,7.0,1,1,5,3,6,1,3,-1.0,-1.0,-1.0,-1.0,1,1,2,2,3000,4,1,1,2,2,3,0,0.0,3,1983.0,1966.0,1983.0,1.0,1.0,1.0,3000.0,3.0,-1.0,-1.0,1935,1,1,2,1945,1,1,2,2,1,3,2,20000.0,3,2,3,3,3,-8,3,-8,4,3,3,3,1,3,60,50.0,90,100,0,0,50,0,60
9329,1,31,87,130,2015/8/13 17:11,2,1930,1,1,1,1,-1.0,-1.0,8880,1,-1.0,20.0,2,170,50,4,5,5,2,3,1,1,3,2,1,1,2,5,5,5,5,2,5,5,3,5,5,5,2,2,1,5.0,5.0,1,4,1,1,1,1,1,9.0,20.0,1.0,4.0,2,2,2,2,8880,2,1,1,2,2,0,2,0.0,3,1953.0,1927.0,1953.0,1.0,1.0,2.0,0.0,6.0,-1.0,-1.0,-2,1,1,16,-2,1,1,-8,3,2,5,2,-2.0,4,3,4,4,4,-8,4,3,3,4,-8,4,1,4,60,50.0,60,60,60,50,60,60,60
9330,2,9,23,45,2015/7/3 19:38,2,1992,1,1,1,4,4.0,2009.0,30000,1,-1.0,280.0,32,160,100,4,3,4,1,1,1,2,1,3,4,2,2,5,2,5,5,3,4,1,1,2,5,2,4,3,2,5.0,5.0,1,1,5,4,6,3,1,3.0,6.0,1.0,3.0,1,2,2,2,40000,3,3,1,2,2,0,1,1.0,3,2010.0,1986.0,2010.0,4.0,1.0,1.0,0.0,1.0,3.0,1.0,-2,4,1,2,-2,3,1,2,3,3,4,4,100000.0,4,2,2,2,4,4,2,2,2,-8,-8,-8,1,3,60,60.0,60,70,70,50,60,60,70
9331,2,22,67,107,2015/7/7 15:44,1,1963,8,1,1,4,4.0,1978.0,10000,1,-1.0,95.0,8,168,150,4,3,4,1,1,1,1,3,5,1,1,1,5,4,3,5,4,4,5,5,5,4,5,3,2,2,2.0,2.0,1,3,5,3,5,2,1,3.0,15.0,1.0,3.0,1,1,2,2,30000,2,3,1,2,2,1,1,0.0,3,1986.0,1965.0,1986.0,3.0,1.0,1.0,0.0,4.0,-1.0,-1.0,-2,1,1,2,-2,1,1,2,2,1,5,2,30000.0,4,3,3,2,5,4,2,4,3,-8,-8,-8,1,3,70,60.0,70,70,60,70,65,75,80
9332,1,1,1,7,2015/8/19 14:35,2,1933,1,1,1,1,-1.0,-1.0,39600,4,1972.0,41.6,2,159,115,3,4,5,2,1,4,1,5,5,1,1,1,5,3,1,5,5,5,5,1,5,5,5,4,4,1,1.0,1.0,2,3,8,8,8,8,5,-1.0,-1.0,-1.0,-1.0,1,-1,-1,-1,39600,1,2,1,2,2,1,2,0.0,7,1951.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2,2,1,16,-2,1,1,16,2,2,3,2,50000.0,3,3,3,3,4,2,3,3,1,2,1,2,1,4,80,60.0,30,50,60,60,50,70,80
9333,1,1,1,8,2015/9/11 9:46,1,1967,1,1,1,10,4.0,1991.0,156000,4,1998.0,95.2,2,170,135,4,4,4,2,3,1,1,3,3,5,1,2,5,4,5,4,4,4,2,2,4,5,1,1,4,2,-1.0,-1.0,3,4,5,6,7,4,1,3.0,23.0,1.0,2.0,1,1,1,2,216000,3,3,1,1,12,1,0,1.0,3,2000.0,1978.0,2000.0,10.0,1.0,2.0,60000.0,1.0,3.0,1.0,1936,11,4,1,1939,4,1,1,2,3,3,2,200000.0,5,5,5,4,3,4,1,4,4,1,1,1,1,3,60,60.0,50,60,60,50,60,60,60
9334,2,9,21,43,2015/7/6 9:49,1,1968,1,1,1,3,4.0,1983.0,30000,-8,-1.0,200.0,2,175,130,4,4,4,1,1,1,1,1,4,2,1,1,5,3,2,5,5,5,5,4,5,5,3,2,1,1,3.0,2.0,1,3,3,2,4,3,3,-1.0,-1.0,-1.0,-1.0,1,1,2,2,60000,2,3,2,2,2,1,3,0.0,3,-2.0,1964.0,1987.0,4.0,1.0,1.0,30000.0,3.0,-1.0,-1.0,-2,1,1,2,-2,1,1,2,2,1,3,2,70000.0,4,3,3,3,4,-8,2,2,2,-8,-8,-8,2,4,80,50.0,60,60,50,80,60,70,50
9335,1,1,1,7,2015/9/4 9:46,1,1985,1,1,1,9,4.0,2009.0,60000,1,-1.0,41.0,16,180,130,5,5,5,2,2,3,3,3,3,4,3,1,3,3,1,3,3,2,3,1,3,5,1,4,4,3,2.0,2.0,1,4,1,1,1,1,1,3.0,8.0,1.0,3.0,1,1,1,1,60000,1,1,1,2,2,0,1,1.0,3,2008.0,1983.0,2008.0,9.0,1.0,2.0,60000.0,1.0,3.0,1.0,-2,-8,1,1,-2,-8,1,11,3,2,3,3,-3.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,60,60.0,60,60,60,60,60,60,60
9336,1,26,76,116,2015/10/1 18:36,1,1977,1,1,1,6,4.0,1998.0,36000,1,-1.0,90.0,256,171,130,4,4,4,1,1,3,2,3,4,4,1,1,4,3,4,4,3,3,4,5,5,5,2,1,1,1,-1.0,-1.0,1,3,5,4,5,3,1,3.0,20.0,1.0,3.0,1,1,2,2,80000,3,3,0,2,2,0,1,1.0,3,2003.0,1981.0,2003.0,6.0,1.0,1.0,48000.0,1.0,3.0,1.0,1955,3,1,16,1957,3,1,3,2,2,4,2,200000.0,3,3,3,3,4,3,3,3,2,3,3,4,2,2,70,70.0,70,80,70,80,70,80,80
9337,1,6,17,33,2015/8/6 8:27,1,1949,1,1,1,4,2.0,1966.0,20000,1,-1.0,49.0,4,165,132,4,4,4,4,2,3,3,1,5,1,1,1,5,5,5,5,5,2,5,5,5,5,5,4,4,2,2.0,2.0,1,4,5,5,5,3,5,-1.0,-1.0,-1.0,-1.0,1,1,2,2,40000,3,3,1,2,2,3,0,0.0,3,1969.0,1950.0,1969.0,4.0,1.0,5.0,15000.0,4.0,-1.0,-1.0,-2,1,1,2,-2,1,1,2,2,2,4,2,40000.0,4,4,4,4,4,4,3,4,4,4,-8,-8,2,4,85,85.0,85,85,85,85,85,85,85
9338,1,17,48,80,2015/7/31 10:40,2,1989,1,1,1,10,4.0,2009.0,20000,1,-1.0,83.0,16,163,100,5,5,5,2,1,2,2,2,4,4,1,2,3,3,4,5,4,4,3,4,5,4,1,2,2,1,6.0,5.0,2,2,5,4,6,4,5,-1.0,-1.0,-1.0,-1.0,1,1,2,2,-2,2,3,1,1,2,0,0,0.0,3,2014.0,1989.0,2014.0,11.0,1.0,2.0,-3.0,1.0,4.0,1.0,1967,3,1,9,1965,4,1,1,3,3,4,-8,30000.0,4,4,-8,-8,5,4,3,4,4,3,-8,2,1,3,90,90.0,90,85,80,90,90,90,90
9339,1,15,42,73,2015/7/13 11:19,1,1986,1,0,1,7,4.0,2002.0,50000,1,-1.0,200.0,16,178,168,5,4,3,2,1,3,1,2,4,5,4,1,4,3,4,4,3,2,4,4,3,5,1,2,4,2,4.0,5.0,1,3,5,3,7,2,1,2.0,13.0,1.0,4.0,1,2,2,2,100000,7,3,1,1,2,0,1,1.0,6,2007.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1963,4,4,9,1963,4,1,15,3,1,4,3,150000.0,4,4,3,2,3,4,3,4,3,2,3,2,2,4,90,90.0,90,90,90,90,90,90,90
9340,1,10,26,48,2015/7/29 10:00,1,1991,1,1,1,-8,-8.0,-2.0,50000,1,-1.0,100.0,2,175,160,4,4,4,2,1,3,2,3,4,5,1,3,3,2,3,3,3,2,2,1,3,3,2,3,3,2,2.0,2.0,2,4,4,5,6,3,1,3.0,-2.0,1.0,2.0,1,1,1,1,200000,3,3,2,1,2,1,0,0.0,3,-2.0,1965.0,-2.0,-8.0,-8.0,-8.0,0.0,6.0,-1.0,-1.0,-2,-8,1,2,-2,-8,1,2,2,2,3,2,200000.0,4,4,3,4,4,3,4,4,3,4,4,3,4,3,90,88.0,80,90,90,60,80,90,90
9341,1,6,14,30,2015/8/7 10:24,2,1956,1,1,1,3,3.0,-1.0,1000,1,-1.0,100.0,4,157,120,2,2,3,1,1,1,1,1,5,1,1,1,5,2,5,5,4,4,5,5,5,5,5,2,1,1,5.0,5.0,1,1,3,3,3,3,3,-1.0,-1.0,-1.0,-1.0,1,2,2,2,3000,4,1,1,2,2,1,2,0.0,3,1974.0,1947.0,1974.0,3.0,1.0,1.0,1000.0,3.0,-1.0,-1.0,-2,1,1,2,-2,1,1,2,3,2,4,2,10000.0,4,3,3,3,4,3,2,2,2,2,-8,-8,1,4,100,60.0,60,70,70,70,70,80,100
9342,1,15,39,70,2015/7/11 13:26,2,1970,1,1,1,1,-1.0,-1.0,12000,1,-1.0,59.0,256,170,180,3,3,3,1,3,2,2,2,4,2,1,1,3,3,4,4,4,4,3,4,5,5,5,3,4,1,2.0,2.0,2,4,4,3,4,-8,5,-1.0,-1.0,-1.0,-1.0,1,1,2,2,100000,2,3,1,2,2,1,0,0.0,3,1991.0,1967.0,1991.0,4.0,1.0,5.0,89000.0,1.0,3.0,1.0,-2,1,1,2,-2,1,1,2,2,2,4,2,15000.0,4,4,4,3,4,4,3,4,4,3,3,3,2,2,40,20.0,10,30,20,30,20,10,50
9343,1,31,87,132,2015/8/22 17:54,2,1979,1,1,1,7,4.0,-2.0,0,1,-1.0,40.0,2,155,100,5,5,5,2,1,1,1,5,5,5,5,1,5,3,4,5,4,4,1,5,5,5,1,3,4,1,6.0,5.0,1,2,1,-8,-8,1,6,-1.0,-1.0,-1.0,-1.0,2,2,2,2,-2,2,2,1,2,2,0,0,0.0,3,2006.0,1973.0,2006.0,10.0,4.0,2.0,-2.0,1.0,2.0,1.0,1950,6,1,9,1953,4,1,15,3,2,4,3,60000.0,2,1,1,1,2,2,1,1,1,1,1,-8,1,2,50,50.0,0,10,50,50,50,50,50
9344,2,3,6,13,2015/9/26 18:38,1,1955,1,1,1,1,-1.0,-1.0,20000,1,-1.0,50.0,6,170,100,2,2,4,1,1,1,1,1,5,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,4,1,1.0,6.0,1,2,7,8,5,3,3,-1.0,-1.0,-1.0,-1.0,1,1,2,2,20000,2,4,1,2,2,2,1,0.0,3,1977.0,1957.0,1977.0,1.0,1.0,1.0,0.0,4.0,-1.0,-1.0,1929,1,1,2,1929,1,1,2,3,1,4,2,100000.0,4,1,1,1,4,2,1,1,1,1,1,1,1,1,80,80.0,80,80,80,80,80,80,80
9345,1,1,1,7,2015/9/19 15:22,2,1961,1,-8,1,6,4.0,-2.0,20000,1,-1.0,50.0,8,155,90,3,3,4,2,1,2,2,2,5,3,3,1,4,3,4,4,4,4,4,4,4,4,2,2,3,1,4.0,3.0,1,3,4,4,4,4,1,3.0,37.0,2.0,3.0,1,1,2,2,50000,3,2,1,2,2,0,1,0.0,3,1984.0,1959.0,1984.0,6.0,1.0,2.0,20000.0,1.0,3.0,1.0,-2,-8,-8,16,1923,1,1,1,3,2,4,2,-2.0,4,3,3,3,4,3,3,4,3,3,4,4,1,3,60,60.0,60,60,60,60,60,60,60
9346,2,9,20,42,2015/7/5 17:02,1,1963,1,1,1,3,4.0,1972.0,60000,1,-1.0,100.0,2,168,134,2,2,3,1,1,2,2,2,5,2,1,1,5,5,5,5,5,5,5,5,5,5,5,4,4,1,1.0,1.0,2,2,5,4,5,4,3,-1.0,-1.0,-1.0,-1.0,1,1,1,1,70000,2,4,1,1,255,1,0,0.0,3,1986.0,1964.0,1986.0,4.0,1.0,1.0,50000.0,3.0,-1.0,-1.0,-2,1,1,16,-2,1,1,16,2,1,3,3,100000.0,5,4,5,4,5,4,5,4,3,3,2,2,1,5,50,60.0,60,60,60,60,65,55,60
9347,1,16,47,79,2015/7/24 13:03,1,1981,1,1,1,4,2.0,-2.0,0,1,-1.0,133.0,4,173,150,2,5,3,2,2,1,1,1,2,5,2,3,4,4,5,5,4,3,1,5,5,5,1,2,3,1,6.0,4.0,6,3,2,3,5,9,1,2.0,6.0,1.0,1.0,1,2,2,2,0,5,2,1,2,2,0,2,2.0,3,2005.0,1982.0,2005.0,4.0,1.0,4.0,0.0,5.0,-1.0,-1.0,1949,6,4,1,1946,6,4,9,2,3,3,2,200000.0,4,4,4,4,5,4,4,4,3,2,2,2,2,2,60,75.0,75,75,75,60,70,70,75
9348,2,18,51,84,2015/7/28 8:45,2,1962,1,1,1,4,4.0,1978.0,5000,1,-1.0,120.0,2,156,110,3,2,3,1,1,1,1,1,5,1,1,1,5,5,5,5,4,4,5,3,5,5,5,2,4,1,3.0,5.0,2,2,4,2,5,1,3,-1.0,-1.0,-1.0,-1.0,1,1,2,2,60000,4,2,1,2,2,1,1,0.0,3,1982.0,1962.0,1982.0,4.0,1.0,1.0,30000.0,1.0,5.0,2.0,1930,1,1,2,1934,1,1,2,3,1,4,-8,120000.0,5,5,5,5,5,5,2,5,3,-8,-8,-8,1,5,50,70.0,80,80,70,80,80,70,60
9349,1,19,59,95,2015/7/14 11:08,2,1979,1,1,1,4,4.0,-2.0,18000,1,-1.0,75.0,256,162,90,5,4,3,1,2,3,1,3,4,3,1,2,5,3,2,3,4,3,3,5,5,5,2,2,4,2,7.0,3.0,3,3,5,5,5,3,4,-1.0,-1.0,-1.0,-1.0,1,2,2,2,-2,3,3,1,1,2,0,1,1.0,3,1989.0,1967.0,1989.0,4.0,1.0,1.0,-2.0,2.0,-1.0,-1.0,-2,3,1,2,-2,3,1,2,2,2,3,3,-3.0,4,4,4,4,4,3,3,3,3,3,-8,-8,1,4,50,50.0,50,50,50,50,50,50,50
9350,1,24,70,110,2015/8/8 16:45,2,1932,1,1,1,2,-1.0,-1.0,6000,1,-1.0,42.0,2,150,83,2,3,2,4,1,1,1,1,4,1,1,1,5,2,5,5,2,2,5,5,5,5,5,3,4,1,2.0,7.0,6,4,4,5,-8,1,6,-1.0,-1.0,-1.0,-1.0,1,1,2,2,0,1,2,1,2,2,5,1,0.0,7,1949.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2,2,1,2,-2,1,1,2,2,2,3,-8,10000000.0,5,5,3,3,4,-8,3,-8,4,3,3,3,1,5,60,80.0,70,60,40,80,50,50,85
9351,1,19,57,91,2015/7/20 19:27,1,1967,1,1,1,12,4.0,-2.0,100000,4,1999.0,73.0,4,182,140,4,4,4,5,1,3,3,3,4,4,4,1,3,-8,2,3,-8,-8,5,2,4,5,1,2,3,3,6.0,4.0,-8,4,5,5,5,4,1,3.0,28.0,1.0,2.0,1,1,2,1,-3,3,2,2,1,2,0,1,1.0,3,1992.0,1968.0,1992.0,10.0,4.0,5.0,-3.0,1.0,3.0,1.0,1928,12,4,1,1934,10,4,1,2,3,4,3,250000.0,4,4,4,4,5,4,4,3,4,4,4,4,3,3,70,70.0,70,70,75,70,70,70,75
9352,1,27,80,120,2015/7/28 13:49,2,1949,1,1,1,4,4.0,1968.0,20000,1,-1.0,105.0,16,158,108,3,4,4,2,1,2,1,1,4,1,1,2,5,3,4,4,4,4,5,3,5,4,5,5,3,1,1.0,1.0,1,2,7,5,8,3,5,-1.0,-1.0,-1.0,-1.0,1,1,2,2,40000,2,4,1,2,2,4,0,0.0,3,1969.0,1947.0,1969.0,3.0,1.0,2.0,20000.0,5.0,-1.0,-1.0,1920,1,1,1,1920,1,1,15,1,2,4,2,20000.0,4,3,4,3,4,4,2,3,3,3,-8,3,2,5,60,60.0,60,70,60,70,70,70,70
9353,1,17,48,80,2015/7/29 19:45,2,1984,1,1,1,4,4.0,2000.0,0,1,-1.0,79.0,4,170,170,3,3,2,2,1,1,1,3,4,3,1,2,5,3,5,5,4,4,3,5,5,5,3,1,2,2,-1.0,-1.0,1,1,4,3,6,5,5,-1.0,-1.0,-1.0,-1.0,2,2,2,2,10000,5,2,2,2,2,1,0,1.0,3,2005.0,1980.0,2005.0,14.0,-8.0,2.0,10000.0,1.0,3.0,1.0,1960,4,1,12,1961,6,1,15,-8,-8,3,3,800000.0,4,-8,3,3,5,3,3,3,3,-8,-8,-8,1,4,40,60.0,50,60,60,50,60,60,60
9354,1,7,18,37,2015/8/4 14:46,2,1955,1,1,1,6,4.0,1975.0,24000,1,-1.0,69.0,6,165,125,4,3,4,5,2,2,2,3,5,3,1,1,5,5,4,5,4,4,2,5,5,5,2,1,3,1,-1.0,-1.0,1,4,2,2,2,3,5,-1.0,-1.0,-1.0,-1.0,1,1,2,2,60000,2,3,1,2,2,1,0,0.0,3,1980.0,1954.0,1980.0,4.0,1.0,5.0,36000.0,5.0,-1.0,-1.0,1931,2,1,1,1930,2,1,1,3,2,4,3,60000.0,4,4,-8,-8,4,4,2,4,2,3,-8,4,2,4,80,80.0,80,80,80,80,80,80,80
9355,1,24,70,110,2015/7/31 9:48,1,1979,1,1,1,12,4.0,2004.0,80000,1,-1.0,92.0,2,170,140,3,4,4,4,1,2,3,1,4,5,4,1,4,3,2,5,4,3,1,2,5,5,1,3,4,3,7.0,3.0,1,4,6,4,7,2,1,3.0,11.0,1.0,2.0,1,1,2,2,100000,3,3,3,1,4,0,1,1.0,3,2006.0,1982.0,2006.0,12.0,1.0,4.0,60000.0,1.0,3.0,1.0,1955,4,1,2,1953,1,1,2,2,1,3,2,80000.0,5,4,5,4,5,4,3,4,3,4,-8,4,2,3,80,60.0,60,70,60,70,70,70,80
9356,1,15,43,74,2015/7/10 8:57,1,1940,1,1,1,4,4.0,1955.0,26000,1,-1.0,90.0,2,175,130,4,4,4,2,1,4,2,2,4,1,1,1,4,1,1,4,4,2,4,2,4,5,5,3,3,2,3.0,3.0,2,3,5,5,5,5,5,-1.0,-1.0,-1.0,-1.0,1,1,1,1,46000,2,3,1,2,2,2,2,0.0,3,1963.0,1946.0,1963.0,4.0,1.0,2.0,24000.0,5.0,-1.0,-1.0,-2,1,1,2,-2,1,1,2,2,2,3,2,40000.0,4,3,3,3,4,4,3,4,3,4,3,4,2,4,70,70.0,70,70,70,70,70,70,70
9357,1,11,29,52,2015/7/18 11:30,2,1994,1,1,1,12,1.0,-1.0,0,1,-1.0,30.0,16,163,100,5,5,5,4,1,2,3,3,4,4,1,1,4,2,2,4,4,3,1,4,4,5,1,2,3,4,3.0,3.0,2,4,5,4,6,4,6,-1.0,-1.0,-1.0,-1.0,1,2,2,2,20000,2,3,1,2,2,0,0,0.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1967,3,1,5,1969,4,1,5,3,1,4,-8,100000.0,4,4,4,4,4,-8,3,4,3,3,3,3,2,5,70,70.0,60,70,70,70,60,60,60
9358,1,1,1,4,2015/8/20 14:10,1,1983,1,1,1,7,4.0,2003.0,42000,1,-1.0,59.5,18,174,145,4,4,5,2,2,3,3,3,4,4,4,1,4,3,3,3,4,2,3,3,4,5,1,3,3,3,6.0,3.0,2,4,6,6,6,6,1,3.0,7.0,1.0,3.0,1,1,2,2,120000,3,3,2,2,2,0,0,0.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1950,4,1,6,1956,6,1,6,2,2,3,3,7000.0,4,3,3,3,4,4,3,4,3,3,3,3,3,2,85,75.0,70,70,70,70,60,75,75
9359,1,28,81,121,2015/7/31 10:28,1,1993,1,1,1,12,1.0,2014.0,-1,2,-1.0,35.0,256,171,110,2,3,3,1,1,1,1,2,2,5,5,4,2,3,1,5,5,4,2,3,5,5,1,2,4,4,7.0,5.0,2,4,1,1,3,1,6,-1.0,-1.0,-1.0,-1.0,1,2,1,2,-2,4,2,-1,2,2,0,0,0.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1968,3,1,5,1969,3,1,2,2,2,3,-8,84000.0,5,4,5,4,5,5,3,5,4,3,-8,5,3,2,60,50.0,20,30,55,50,50,50,50
9360,2,3,6,13,2015/9/24 18:05,2,1940,1,1,1,1,-1.0,-1.0,0,1,-1.0,120.0,8,158,90,1,1,1,1,1,1,1,1,3,1,1,1,5,5,5,5,3,5,5,5,5,5,5,4,4,1,1.0,1.0,1,4,1,5,1,1,4,-1.0,-1.0,-1.0,-1.0,2,2,2,2,0,1,2,1,2,2,2,1,0.0,7,1958.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2,1,1,2,-2,1,1,2,3,3,3,4,10000.0,4,4,4,4,4,4,4,-8,4,-8,-8,-8,4,3,40,30.0,80,80,80,50,50,40,50
9361,1,27,79,119,2015/7/23 14:41,2,1964,1,1,1,6,4.0,1980.0,10000,1,-1.0,50.0,2,168,110,4,4,4,2,2,2,2,2,4,4,2,3,5,3,3,3,3,3,3,2,3,5,1,2,4,3,2.0,2.0,1,2,5,4,5,4,5,-1.0,-1.0,-1.0,-1.0,1,1,2,2,40000,3,3,1,2,2,1,0,0.0,3,1989.0,1964.0,1989.0,4.0,1.0,2.0,30000.0,1.0,3.0,1.0,1949,4,4,1,1950,4,1,15,2,1,4,3,20000.0,3,2,2,2,4,3,2,2,4,2,2,2,2,4,90,80.0,90,80,60,60,70,70,80
9362,2,21,64,100,2015/7/20 7:17,1,1969,1,1,1,4,4.0,1985.0,15000,1,-1.0,100.0,2,165,130,4,5,5,1,1,1,1,1,5,1,1,1,5,5,5,5,4,4,5,2,5,5,5,3,3,1,1.0,5.0,2,4,5,3,-8,1,3,-1.0,-1.0,-1.0,-1.0,1,1,2,2,20000,2,3,1,2,2,1,1,1.0,3,1992.0,1970.0,1992.0,4.0,1.0,1.0,5000.0,3.0,-1.0,-1.0,1937,3,1,2,1942,3,1,15,2,1,4,3,-2.0,5,4,4,4,5,-8,2,3,-8,-8,-8,-8,2,4,70,50.0,80,70,60,60,60,60,60
9363,1,21,63,99,2015/7/17 10:58,1,1987,1,1,1,10,4.0,2010.0,30000,1,-1.0,75.0,256,175,150,5,5,4,1,2,2,2,1,5,5,1,1,3,3,2,4,4,4,2,3,5,5,1,2,5,3,6.0,3.0,3,3,5,4,7,2,1,3.0,5.0,1.0,3.0,1,1,2,2,30000,1,3,1,2,2,0,0,0.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1959,4,1,2,1962,1,1,2,3,1,5,3,60000.0,4,3,4,3,4,4,3,5,2,4,-8,4,1,2,70,75.0,70,80,70,75,85,80,80
9364,1,31,87,132,2015/8/22 15:33,1,1963,1,1,1,6,4.0,1981.0,50000,1,-1.0,53.0,2,163,130,3,4,3,2,1,3,1,1,4,3,1,1,5,5,3,5,3,3,5,2,5,5,2,3,2,4,7.0,2.0,2,2,2,3,3,4,1,3.0,32.0,1.0,3.0,1,1,1,2,60000,4,3,2,2,2,1,0,0.0,3,-2.0,1964.0,-2.0,4.0,1.0,2.0,0.0,5.0,-1.0,-1.0,-2,3,1,1,-2,1,1,1,3,2,3,2,100000.0,4,4,4,4,4,4,4,4,4,4,4,4,2,2,60,60.0,60,60,60,60,60,60,70
9365,1,15,39,70,2015/7/14 12:05,2,1941,1,1,1,1,-1.0,-1.0,2000,1,-1.0,120.0,6,150,90,3,2,2,1,1,1,1,1,5,1,1,1,5,5,5,5,5,5,5,5,5,5,5,1,1,1,-1.0,-1.0,1,4,1,1,1,1,4,-1.0,-1.0,-1.0,-1.0,1,1,2,2,3000,2,1,1,2,2,3,0,0.0,3,1963.0,1941.0,1963.0,2.0,1.0,1.0,1000.0,4.0,-1.0,-1.0,-2,1,1,2,-2,-8,1,2,2,2,3,2,10000.0,4,4,4,3,5,3,3,5,4,-8,-8,-8,3,4,70,80.0,70,70,70,70,70,80,80
9366,1,16,44,75,2015/7/24 15:32,2,1942,1,0,3,4,4.0,1957.0,21000,1,-1.0,97.0,4,158,93,2,3,3,2,2,2,1,4,4,1,3,1,5,5,5,5,4,4,4,1,5,2,5,4,4,3,2.0,2.0,1,3,7,6,7,6,5,-1.0,-1.0,-1.0,-1.0,1,1,-1,-1,62000,2,4,1,2,2,3,0,0.0,3,1960.0,1931.0,1960.0,12.0,4.0,2.0,41000.0,5.0,-1.0,-1.0,1921,4,1,16,1920,3,1,2,1,2,4,2,60000.0,3,4,3,4,3,4,4,4,4,5,4,5,5,5,90,100.0,90,80,90,70,78,90,90
